id	名称	描述	购买价格	价格类型	操作类型	跳转界面	按钮文本	icon路径	海报路径	原价	所属分页	购买次数	包含道具	是否是宝石	是否在包裹中显示
5001023	2级红宝石	20级开放宝石镶嵌功能。镶嵌于武器增加7攻击，镶嵌于防具增加5防御，镶嵌于饰品增加32血量。镶嵌饰品最佳。	75	2	0	none	升级	stone/au_stone23.png	stone/au_stone23.png	0	0	0	none	1	1
5001033	3级红宝石	20级开放宝石镶嵌功能。镶嵌于武器增加14攻击，镶嵌于防具增加10防御，镶嵌于饰品增加64血量。镶嵌饰品最佳。	375	2	0	none	升级	stone/au_stone33.png	stone/au_stone33.png	0	1	-1	none	1	1
5001043	4级红宝石	20级开放宝石镶嵌功能。镶嵌于武器增加27攻击，镶嵌于防具增加20防御，镶嵌于饰品增加128血量。镶嵌饰品最佳。	1875	2	0	none	升级	stone/au_stone43.png	stone/au_stone43.png	0	0	0	none	1	1
5001053	5级红宝石	20级开放宝石镶嵌功能。镶嵌于武器增加54攻击，镶嵌于防具增加40防御，镶嵌于饰品增加256血量。镶嵌饰品最佳。	9375	2	0	none	升级	stone/au_stone53.png	stone/au_stone53.png	0	0	0	none	1	1
5001063	6级红宝石	20级开放宝石镶嵌功能。镶嵌于武器增加107攻击，镶嵌于防具增加75防御，镶嵌于饰品增加512血量。镶嵌饰品最佳。	46875	2	0	none	升级	stone/au_stone63.png	stone/au_stone63.png	0	0	0	none	1	1
5001073	7级红宝石	20级开放宝石镶嵌功能。镶嵌于武器增加214攻击，镶嵌于防具增加150防御，镶嵌于饰品增加1024血量。镶嵌饰品最佳。	234375	2	0	none	none	stone/au_stone73.png	stone/au_stone73.png	0	0	0	none	1	1
5002001	打孔器	20级后，在装备界面，选择一个装备点击镶嵌按钮，可给装备开孔镶嵌宝石，提升装备能力。	75	2	0	none	none	stone/punchHole.png	stone/punchHole.png	0	1	-1	none	0	1
5002002	拆除器	可以将镶嵌的宝石拆下来，拆下来的宝石会自动放入包裹，重新镶嵌于其他装备。	50	2	0	none	none	stone/Demolition.png	stone/Demolition.png	0	1	-1	none	0	1
5003001	A级装备碎片	A级装备碎片	999999	2	0	none	none	itemposter/poster_item_dsuipiana.png	itemposter/poster_item_dsuipiana.png	0	0	0	none	0	1
5003002	B级装备碎片	B级装备碎片	999999	2	0	none	none	itemposter/poster_item_dsuipianb.png	itemposter/poster_item_dsuipianb.png	0	0	0	none	0	1
5004001	黑刀夜锻造图	神秘武器锻造图	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004002	王者薙刀锻造图	神秘武器锻造图	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004003	初代鬼彻锻造图	用于锻造A级武器“初代鬼彻”	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004004	七星剑锻造图	用于锻造A级武器“七星剑”	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004005	恶魔战斧锻造图	神秘武器锻造图	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004006	金色手钩锻造图	用于锻造B级武器“金色手钩”	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004007	黄金手枪锻造图	用于锻造B级武器“黄金手枪”	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004008	黄金棍锻造图	神秘武器锻造图	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004009	和道一文字锻造图	神秘武器锻造图	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5004010	秋水锻造图	神秘武器锻造图	999999	2	0	none	none	itemposter/poster_item_dwuqia.png	itemposter/poster_item_dwuqia.png	0	0	0	none	0	1
5005001	十字战甲锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005002	火烈鸟大氅锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005003	战神头盔锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005004	统治者披风锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005005	玫瑰战甲锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005006	黄金甲锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005007	恶魔斗篷锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005008	公爵帽锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005009	正义大氅锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5005010	贵族披风锻造图	神秘防具锻造图	999999	2	0	none	none	itemposter/poster_item_dfangjua.png	itemposter/poster_item_dfangjua.png	0	0	0	none	0	1
5006001	命运流火锻造图	神秘饰品锻造图	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006002	死亡诱惑锻造图	用于锻造A级饰品“死亡诱惑”	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006003	十字挂饰锻造图	神秘饰品锻造图	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006004	深海之眼锻造图	神秘饰品锻造图	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006005	诱惑之瞳锻造图	用于锻造A级饰品“诱惑之瞳”	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006006	贵族项链锻造图	神秘饰品锻造图	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006007	飞翔之翼锻造图	神秘饰品锻造图	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006008	骷髅项链锻造图	神秘饰品锻造图	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006009	勾玉转轮锻造图	用于锻造B级饰品“勾玉转轮”	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
5006010	金蛇耳环锻造图	神秘饰品锻造图	999999	2	0	none	none	itemposter/poster_item_dshoushia.png	itemposter/poster_item_dshoushia.png	0	0	0	none	0	1
